PIV MEASUREMENT - Optoelectronics group LDCS version 1.1.0
Tom_0.5_2,06/12/2023,09:27:48
-0.0000600000,0.0000000009,-0.0426000000
0.0002000000,0.0000000023,-0.0413000000
0.0000300000,0.0000000029,-0.0425000000
0.0000900000,0.0000000023,-0.0425000000
0.0000500000,0.0000000014,-0.0421000000
-0.0000800000,0.0000000012,-0.0424000000
-0.0000100000,0.0000000021,-0.0429000000
-0.0000300000,0.0000000028,-0.0428000000
-0.0000700000,0.0000000025,-0.0418000000
0.0000000000,0.0000000011,-0.0429000000
0.0001000000,0.0000000021,-0.0416000000
0.0002300000,0.0000000006,-0.0420000000
0.0000400000,0.0000000010,-0.0420000000
-0.0000500000,0.0000000024,-0.0420000000
0.0000200000,0.0000000013,-0.0426000000
0.0001700000,0.0000000016,-0.0411000000
0.0001000000,0.0000000018,-0.0424000000
0.0001700000,0.0000000017,-0.0419000000
0.0001100000,0.0000000020,-0.0420000000
0.0000400000,0.0000000011,-0.0417000000
0.0000700000,0.0000000019,-0.0424000000
-0.0000100000,0.0000000006,-0.0423000000
0.0000000000,0.0000000022,-0.0421000000
0.0000600000,0.0000000029,-0.0426000000
0.0001000000,0.0000000009,-0.0424000000
0.0001100000,0.0000000016,-0.0415000000
0.0000300000,0.0000000013,-0.0423000000
-0.0001400000,0.0000000012,-0.0420000000
-0.0000800000,0.0000000016,-0.0435000000
0.0000300000,0.0000000020,-0.0431000000
-0.0001000000,0.0000000011,-0.0428000000
0.0000200000,0.0000000014,-0.0426000000
-0.0000200000,0.0000000024,-0.0419000000
-0.0000700000,0.0000000023,-0.0426000000
-0.0000200000,0.0000000037,-0.0426000000
0.0000400000,0.0000000007,-0.0421000000
-0.0000500000,0.0000000021,-0.0431000000
-0.0000500000,0.0000000015,-0.0035000000
-0.0001600000,0.0000000033,0.0862000000
-0.0000300000,0.0000000012,0.1621000000
0.0000500000,0.0000000011,0.2484000000
-0.0000300000,0.0000000029,0.3459000000
0.0000500000,0.0000000008,0.4406000000
-0.0001100000,0.0000000021,0.5131000000
0.0000600000,0.0000000018,0.6214000000
0.0000700000,0.0000000009,0.7055000000
0.0000100000,0.0000000022,0.7949000000
0.0000800000,0.0000000020,0.8730000000
0.0001300000,0.0000000007,0.9760000000
0.0001600000,0.0000000025,1.0700000000
0.0000300000,0.0000000023,1.1565000000
0.0002800000,0.0000000010,1.2479000000
0.0001500000,0.0000000025,1.3438000000
0.0001400000,0.0000000020,1.4316000000
0.0001100000,0.0000000031,1.5287000000
0.0000800000,0.0000000028,1.6187000000
0.0003100000,0.0000000012,1.7079000000
0.0004300000,0.0000000021,1.7798000000
0.0018400000,0.0000000016,1.8232000000
0.0025600000,0.0000000021,1.8419000000
0.0042000000,0.0000000022,1.8577000000
0.0057400000,0.0000000031,1.8725000000
0.0071200000,0.0000000015,1.8826000000
0.0085000000,0.0000000032,1.8906000000
0.0105300000,0.0000000038,1.8980000000
0.0124600000,0.0000000016,1.9054000000
0.0138500000,0.0000000020,1.9118000000
0.0155700000,0.0000000021,1.9180000000
0.0173100000,0.0000000039,1.9222000000
0.0187200000,0.0000000033,1.9304000000
0.0207100000,0.0000000024,1.9346000000
0.0221900000,0.0000000029,1.9388000000
0.0239500000,0.0000000029,1.9445000000
0.0256600000,0.0000000043,1.9483000000
0.0274800000,0.0000000033,1.9545000000
0.0289500000,0.0000000052,1.9572000000
0.0305200000,0.0000000044,1.9608000000
0.0323200000,0.0000000051,1.9668000000
0.0337600000,0.0000000049,1.9696000000
0.0355900000,0.0000000058,1.9736000000
0.0371800000,0.0000000059,1.9789000000
0.0386900000,0.0000000041,1.9832000000
0.0403000000,0.0000000063,1.9857000000
0.0423200000,0.0000000058,1.9889000000
0.0439100000,0.0000000048,1.9937000000
0.0458200000,0.0000000067,1.9967000000
0.0473900000,0.0000000067,2.0009000000
0.0494400000,0.0000000067,2.0045000000
0.0510100000,0.0000000076,2.0068000000
0.0529500000,0.0000000070,2.0114000000
0.0547700000,0.0000000091,2.0145000000
0.0561300000,0.0000000068,2.0187000000
0.0579000000,0.0000000078,2.0197000000
0.0595600000,0.0000000070,2.0235000000
0.0614800000,0.0000000083,2.0269000000
0.0628000000,0.0000000094,2.0292000000
0.0647400000,0.0000000085,2.0336000000
0.0663900000,0.0000000079,2.0369000000
0.0681100000,0.0000000100,2.0398000000
0.0697500000,0.0000000091,2.0436000000
0.0715900000,0.0000000106,2.0452000000
0.0734100000,0.0000000110,2.0482000000
0.0752300000,0.0000000112,2.0518000000
0.0766800000,0.0000000102,2.0559000000
0.0786900000,0.0000000106,2.0579000000
0.0803800000,0.0000000117,2.0614000000
0.0820800000,0.0000000126,2.0637000000
0.0839000000,0.0000000112,2.0670000000
0.0857700000,0.0000000122,2.0711000000
0.0874300000,0.0000000128,2.0749000000
0.0890500000,0.0000000128,2.0758000000
0.0903300000,0.0000000122,2.0792000000
0.0922600000,0.0000000136,2.0829000000
0.0941700000,0.0000000121,2.0856000000
0.0960100000,0.0000000151,2.0881000000
0.0974700000,0.0000000135,2.0927000000
0.0994800000,0.0000000135,2.0950000000
0.1011200000,0.0000000150,2.0983000000
0.1031000000,0.0000000140,2.1004000000
0.1046800000,0.0000000164,2.1027000000
0.1065900000,0.0000000147,2.1062000000
0.1084600000,0.0000000155,2.1095000000
0.1103800000,0.0000000156,2.1125000000
0.1117300000,0.0000000155,2.1151000000
0.1138000000,0.0000000163,2.1177000000
0.1157000000,0.0000000167,2.1204000000
0.1173400000,0.0000000158,2.1250000000
0.1190200000,0.0000000154,2.1269000000
0.1210200000,0.0000000154,2.1301000000
0.1226100000,0.0000000164,2.1335000000
0.1241300000,0.0000000170,2.1365000000
0.1259400000,0.0000000184,2.1394000000
0.1279300000,0.0000000178,2.1426000000
0.1294700000,0.0000000183,2.1451000000
0.1314900000,0.0000000192,2.1485000000
0.1332800000,0.0000000192,2.1506000000
0.1351000000,0.0000000206,2.1534000000
0.1369400000,0.0000000206,2.1566000000
0.1388700000,0.0000000220,2.1597000000
0.1405300000,0.0000000207,2.1635000000
0.1423700000,0.0000000221,2.1645000000
0.1443400000,0.0000000228,2.1677000000
0.1464000000,0.0000000226,2.1715000000
0.1478000000,0.0000000224,2.1745000000
0.1497300000,0.0000000232,2.1779000000
0.1511900000,0.0000000219,2.1807000000
0.1535600000,0.0000000243,2.1842000000
0.1549200000,0.0000000241,2.1884000000
0.1570800000,0.0000000245,2.1902000000
0.1588700000,0.0000000246,2.1922000000
0.1607200000,0.0000000246,2.1958000000
0.1626900000,0.0000000255,2.1988000000
0.1643700000,0.0000000259,2.2023000000
0.1664600000,0.0000000278,2.2053000000
0.1680700000,0.0000000275,2.2089000000
0.1700000000,0.0000000271,2.2115000000
0.1720500000,0.0000000276,2.2163000000
0.1743500000,0.0000000274,2.2188000000
0.1761000000,0.0000000292,2.2221000000
0.1782000000,0.0000000282,2.2244000000
0.1797800000,0.0000000300,2.2279000000
0.1818600000,0.0000000304,2.2303000000
0.1837000000,0.0000000295,2.2327000000
0.1858400000,0.0000000302,2.2363000000
0.1876300000,0.0000000312,2.2397000000
0.1896500000,0.0000000312,2.2434000000
0.1916400000,0.0000000325,2.2468000000
0.1939700000,0.0000000330,2.2496000000
0.1961400000,0.0000000335,2.2534000000
0.1981100000,0.0000000328,2.2568000000
0.2001800000,0.0000000329,2.2584000000
0.2022100000,0.0000000356,2.2632000000
0.2044300000,0.0000000337,2.2649000000
0.2057100000,0.0000000354,2.2683000000
0.2080500000,0.0000000370,2.2703000000
0.2099600000,0.0000000365,2.2738000000
0.2122000000,0.0000000362,2.2762000000
0.2140200000,0.0000000373,2.2800000000
0.2163100000,0.0000000379,2.2847000000
0.2178800000,0.0000000386,2.2879000000
0.2204100000,0.0000000401,2.2911000000
0.2221500000,0.0000000393,2.2938000000
0.2244600000,0.0000000419,2.2968000000
0.2262500000,0.0000000401,2.3013000000
0.2284600000,0.0000000417,2.3031000000
0.2303700000,0.0000000422,2.3059000000
0.2328600000,0.0000000421,2.3102000000
0.2348600000,0.0000000438,2.3117000000
0.2371100000,0.0000000438,2.3149000000
0.2391900000,0.0000000446,2.3198000000
0.2414000000,0.0000000440,2.3219000000
0.2432400000,0.0000000457,2.3263000000
0.2457500000,0.0000000462,2.3282000000
0.2479900000,0.0000000472,2.3305000000
0.2504400000,0.0000000475,2.3347000000
0.2524100000,0.0000000481,2.3378000000
0.2549000000,0.0000000494,2.3407000000
0.2572000000,0.0000000510,2.3451000000
0.2594000000,0.0000000215,2.3485000000
0.2613500000,0.0000000508,2.3517000000
0.2638300000,0.0000000522,2.3545000000
0.2660400000,0.0000000512,2.3582000000
0.2689200000,0.0000000529,2.3615000000
0.2710300000,0.0000000530,2.3643000000
0.2739400000,0.0000000548,2.3674000000
0.2757200000,0.0000000553,2.3715000000
0.2777400000,0.0000000544,2.3735000000
0.2798500000,0.0000000565,2.3768000000
0.2821800000,0.0000000579,2.3809000000
0.2847700000,0.0000000596,2.3848000000
0.2869800000,0.0000000588,2.3880000000
0.2894300000,0.0000000590,2.3911000000
0.2916900000,0.0000000609,2.3951000000
0.2938700000,0.0000000614,2.3986000000
0.2964200000,0.0000000627,2.4025000000
0.2985800000,0.0000000646,2.4059000000
0.3012400000,0.0000000636,2.4085000000
0.3035300000,0.0000000651,2.4119000000
0.3056200000,0.0000000674,2.4156000000
0.3083800000,0.0000000676,2.4192000000
0.3103600000,0.0000000670,2.4220000000
0.3130300000,0.0000000690,2.4253000000
0.3151800000,0.0000000708,2.4291000000
0.3175700000,0.0000000715,2.4334000000
0.3201200000,0.0000000720,2.4359000000
0.3228400000,0.0000000725,2.4403000000
0.3247500000,0.0000000754,2.4412000000
0.3271800000,0.0000000752,2.4454000000
0.3299800000,0.0000000769,2.4509000000
0.3323000000,0.0000000768,2.4539000000
0.3350500000,0.0000000774,2.4581000000
0.3369100000,0.0000000804,2.4603000000
0.3396700000,0.0000000790,2.4632000000
0.3421800000,0.0000000825,2.4668000000
0.3448400000,0.0000000827,2.4696000000
0.3470600000,0.0000000849,2.4733000000
0.3492600000,0.0000000848,2.4758000000
0.3519200000,0.0000000851,2.4812000000
0.3543200000,0.0000000884,2.4835000000
0.3569300000,0.0000000882,2.4853000000
0.3595600000,0.0000000902,2.4895000000
0.3621100000,0.0000000912,2.4931000000
0.3651700000,0.0000000920,2.4966000000
0.3670000000,0.0000000939,2.5002000000
0.3697200000,0.0000000938,2.5035000000
0.3719800000,0.0000000959,2.5079000000
0.3749200000,0.0000000979,2.5112000000
0.3777200000,0.0000000981,2.5139000000
0.3794800000,0.0000001008,2.5176000000
0.3825300000,0.0000001032,2.5211000000
0.3848000000,0.0000001024,2.5253000000
0.3871100000,0.0000001061,2.5276000000
0.3892200000,0.0000001072,2.5311000000
0.3924600000,0.0000001080,2.5352000000
0.3948800000,0.0000001103,2.5397000000
0.3973900000,0.0000001101,2.5425000000
0.4000800000,0.0000001136,2.5474000000
0.4028000000,0.0000001150,2.5509000000
0.4057900000,0.0000001169,2.5551000000
0.4081600000,0.0000001170,2.5588000000
0.4108800000,0.0000001213,2.5619000000
0.4134500000,0.0000001222,2.5659000000
0.4154600000,0.0000001225,2.5686000000
0.4180000000,0.0000001238,2.5734000000
0.4205100000,0.0000001252,2.5748000000
0.4231400000,0.0000001272,2.5791000000
0.4252600000,0.0000001289,2.5830000000
0.4280800000,0.0000001335,2.5865000000
0.4304800000,0.0000001336,2.5915000000
0.4328700000,0.0000001361,2.5929000000
0.4346900000,0.0000001380,2.5961000000
0.4370500000,0.0000001392,2.5994000000
0.4393000000,0.0000001424,2.6028000000
0.4417000000,0.0000001434,2.6053000000
0.4439300000,0.0000001448,2.6104000000
0.4460800000,0.0000001465,2.6136000000
0.4481100000,0.0000001502,2.6156000000
0.4501500000,0.0000001500,2.6188000000
0.4521500000,0.0000001539,2.6220000000
0.4545400000,0.0000001548,2.6252000000
0.4565400000,0.0000001564,2.6271000000
0.4588500000,0.0000001597,2.6303000000
0.4610300000,0.0000001599,2.6336000000
0.4629200000,0.0000001643,2.6380000000
0.4653600000,0.0000001652,2.6386000000
0.4669200000,0.0000001678,2.6434000000
0.4691500000,0.0000001696,2.6467000000
0.4710700000,0.0000001710,2.6480000000
0.4731400000,0.0000001733,2.6511000000
0.4749400000,0.0000001767,2.6546000000
0.4771700000,0.0000001794,2.6576000000
0.4790300000,0.0000001821,2.6610000000
0.4813000000,0.0000001824,2.6632000000
0.4832100000,0.0000001877,2.6670000000
0.4850000000,0.0000001887,2.6688000000
0.4870400000,0.0000001904,2.6720000000
0.4886400000,0.0000001933,2.6747000000
0.4906800000,0.0000001961,2.6780000000
0.4923700000,0.0000001990,2.6800000000
0.4942300000,0.0000002024,2.6840000000
0.4960900000,0.0000002058,2.6857000000
0.4980500000,0.0000002065,2.6875000000
0.4996300000,0.0000002104,2.6921000000
0.5014100000,0.0000002115,2.6939000000
0.5029700000,0.0000002139,2.6966000000
0.5047900000,0.0000002195,2.6981000000
0.5064100000,0.0000002200,2.7010000000
0.5080000000,0.0000002236,2.7034000000
0.5094400000,0.0000002255,2.7053000000
0.5110900000,0.0000002279,2.7082000000
0.5125400000,0.0000002316,2.7109000000
0.5139700000,0.0000002355,2.7133000000
0.5157900000,0.0000002385,2.7157000000
0.5172800000,0.0000002400,2.7176000000
0.5189300000,0.0000002443,2.7200000000
0.5201500000,0.0000002469,2.7215000000
0.5219200000,0.0000002489,2.7242000000
0.5231500000,0.0000002528,2.7262000000
0.5247700000,0.0000002568,2.7300000000
0.5261800000,0.0000002598,2.7320000000
0.5278000000,0.0000002636,2.7342000000
0.5292700000,0.0000002650,2.7364000000
0.5309700000,0.0000002682,2.7396000000
0.5323400000,0.0000002725,2.7409000000
0.5339000000,0.0000002765,2.7427000000
0.5355500000,0.0000002797,2.7448000000
0.5368500000,0.0000002853,2.7486000000
0.5383500000,0.0000002879,2.7489000000
0.5399100000,0.0000002932,2.7510000000
0.5414100000,0.0000002976,2.7527000000
0.5428900000,0.0000003012,2.7550000000
0.5442000000,0.0000003079,2.7562000000
0.5458400000,0.0000003105,2.7590000000
0.5472400000,0.0000003157,2.7606000000
0.5486800000,0.0000003212,2.7629000000
0.5499600000,0.0000003262,2.7640000000
0.5516000000,0.0000003313,2.7674000000
0.5531900000,0.0000003398,2.7698000000
0.5545700000,0.0000003453,2.7716000000
0.5561400000,0.0000003496,2.7739000000
0.5576300000,0.0000003593,2.7751000000
0.5589200000,0.0000003665,2.7771000000
0.5605500000,0.0000003753,2.7792000000
0.5619500000,0.0000003844,2.7813000000
0.5632300000,0.0000003931,2.7838000000
0.5649300000,0.0000004036,2.7852000000
0.5662200000,0.0000004169,2.7869000000
0.5677300000,0.0000004273,2.7892000000
0.5693400000,0.0000004429,2.7917000000
0.5706200000,0.0000004604,2.7935000000
0.5719900000,0.0000004772,2.7960000000
0.5732800000,0.0000004981,2.7989000000
0.5750400000,0.0000005227,2.7992000000
0.5765500000,0.0000005473,2.8014000000
0.5779400000,0.0000005749,2.8038000000
0.5793900000,0.0000006075,2.8062000000
0.5807400000,0.0000006417,2.8089000000
0.5821500000,0.0000006784,2.8083000000
0.5837500000,0.0000007187,2.8103000000
0.5850000000,0.0000007556,2.8125000000
0.5866800000,0.0000008009,2.8146000000
0.5880900000,0.0000008411,2.8171000000
0.5895800000,0.0000008898,2.8188000000
0.5910100000,0.0000009349,2.8215000000
0.5924300000,0.0000009829,2.8228000000
0.5938800000,0.0000010317,2.8249000000
0.5952900000,0.0000010842,2.8256000000
0.5967200000,0.0000011332,2.8281000000
0.5982200000,0.0000011881,2.8313000000
0.5996400000,0.0000012454,2.8330000000
0.6009500000,0.0000013038,2.8348000000
0.6026200000,0.0000013570,2.8363000000
0.6039500000,0.0000014176,2.8394000000
0.6053600000,0.0000014777,2.8425000000
0.6068100000,0.0000015354,2.8431000000
0.6081200000,0.0000015954,2.8450000000
0.6097000000,0.0000016600,2.8474000000
0.6110000000,0.0000017220,2.8500000000
0.6124400000,0.0000017897,2.8510000000
0.6137900000,0.0000018509,2.8541000000
0.6152100000,0.0000019203,2.8557000000
0.6166500000,0.0000019856,2.8556000000
0.6180700000,0.0000020544,2.8578000000
0.6194600000,0.0000021213,2.8600000000
0.6209900000,0.0000021948,2.8611000000
0.6222200000,0.0000022677,2.8619000000
0.6237300000,0.0000023461,2.8657000000
0.6249800000,0.0000024198,2.8682000000
0.6265200000,0.0000024959,2.8690000000
0.6275900000,0.0000025740,2.8703000000
0.6291600000,0.0000026520,2.8720000000
0.6304200000,0.0000027328,2.8755000000
0.6320000000,0.0000028180,2.8762000000
0.6333000000,0.0000028978,2.8787000000
0.6346400000,0.0000029820,2.8810000000
0.6362300000,0.0000030598,2.8829000000
0.6376500000,0.0000031485,2.8853000000
0.6390300000,0.0000032308,2.8861000000
0.6404600000,0.0000033172,2.8893000000
0.6417800000,0.0000033926,2.8902000000
0.6432900000,0.0000034862,2.8922000000
0.6446300000,0.0000035719,2.8942000000
0.6461400000,0.0000036600,2.8963000000
0.6474600000,0.0000037467,2.8980000000
0.6489100000,0.0000038363,2.8996000000
0.6503700000,0.0000039275,2.9007000000
0.6517900000,0.0000040166,2.9033000000
0.6531900000,0.0000041091,2.9053000000
0.6547500000,0.0000042032,2.9082000000
0.6559500000,0.0000042954,2.9099000000
0.6572600000,0.0000043927,2.9119000000
0.6587000000,0.0000044812,2.9143000000
0.6600300000,0.0000045793,2.9158000000
0.6615100000,0.0000046726,2.9194000000
0.6630100000,0.0000047667,2.9191000000
0.6642300000,0.0000048590,2.9221000000
0.6657700000,0.0000049648,2.9238000000
0.6671700000,0.0000050584,2.9259000000
0.6685500000,0.0000051535,2.9285000000
0.6699400000,0.0000052428,2.9306000000
0.6714100000,0.0000053407,2.9320000000
0.6728200000,0.0000054438,2.9336000000
0.6742000000,0.0000055400,2.9349000000
0.6756700000,0.0000056270,2.9375000000
0.6770900000,0.0000057279,2.9395000000
0.6784700000,0.0000058169,2.9420000000
0.6798100000,0.0000059085,2.9431000000
0.6812400000,0.0000059989,2.9455000000
0.6826400000,0.0000060829,2.9479000000
0.6838700000,0.0000061703,2.9499000000
0.6853200000,0.0000062594,2.9517000000
0.6867200000,0.0000063372,2.9533000000
0.6880800000,0.0000064301,2.9556000000
0.6895400000,0.0000065254,2.9573000000
0.6910200000,0.0000066099,2.9594000000
0.6923900000,0.0000066818,2.9611000000
0.6937800000,0.0000067752,2.9628000000
0.6951100000,0.0000068575,2.9636000000
0.6967300000,0.0000069484,2.9667000000
0.6978700000,0.0000070284,2.9688000000
0.6994100000,0.0000071180,2.9704000000
0.7008600000,0.0000072068,2.9722000000
0.7023200000,0.0000072992,2.9742000000
0.7038000000,0.0000073788,2.9768000000
0.7051600000,0.0000074720,2.9776000000
0.7065900000,0.0000075532,2.9804000000
0.7079400000,0.0000076395,2.9822000000
0.7093900000,0.0000077215,2.9834000000
0.7107900000,0.0000078110,2.9861000000
0.7120600000,0.0000078921,2.9887000000
0.7135600000,0.0000079842,2.9901000000
0.7148100000,0.0000080713,2.9918000000
0.7163000000,0.0000081601,2.9952000000
0.7176100000,0.0000082437,2.9967000000
0.7191500000,0.0000083335,2.9982000000
0.7203000000,0.0000084154,3.0010000000
0.7218200000,0.0000085029,3.0028000000
0.7229900000,0.0000085856,3.0029000000
0.7244200000,0.0000086730,3.0066000000
0.7259900000,0.0000087530,3.0086000000
0.7273900000,0.0000088397,3.0115000000
0.7285600000,0.0000089168,3.0132000000
0.7300600000,0.0000090035,3.0138000000
0.7312200000,0.0000090800,3.0164000000
0.7327700000,0.0000091721,3.0191000000
0.7340400000,0.0000092500,3.0207000000
0.7353800000,0.0000093340,3.0228000000
0.7369000000,0.0000094170,3.0237000000
0.7383300000,0.0000095065,3.0266000000
0.7396600000,0.0000095841,3.0283000000
0.7410700000,0.0000096642,3.0298000000
0.7423400000,0.0000097239,3.0326000000
0.7440200000,0.0000097622,3.0342000000
0.7454000000,0.0000098042,3.0363000000
0.7466500000,0.0000098524,3.0371000000
0.7481700000,0.0000099078,3.0402000000
0.7495600000,0.0000099884,3.0414000000
0.7510600000,0.0000100515,3.0443000000
0.7523900000,0.0000101272,3.0461000000
0.7537200000,0.0000102014,3.0486000000
0.7552900000,0.0000102853,3.0498000000
0.7567700000,0.0000103565,3.0514000000
0.7580700000,0.0000104332,3.0550000000
0.7595800000,0.0000105179,3.0568000000
0.7610300000,0.0000105993,3.0574000000
0.7624300000,0.0000106900,3.0602000000
0.7641400000,0.0000107714,3.0622000000
0.7654400000,0.0000108484,3.0636000000
0.7669600000,0.0000109549,3.0660000000
0.7683100000,0.0000110360,3.0671000000
0.7697600000,0.0000111312,3.0707000000
0.7712300000,0.0000112139,3.0719000000
0.7728100000,0.0000113002,3.0740000000
0.7740900000,0.0000113771,3.0753000000
0.7757700000,0.0000114641,3.0773000000
0.7767700000,0.0000115397,3.0782000000
0.7780100000,0.0000116276,3.0814000000
0.7795000000,0.0000117095,3.0831000000
0.7810100000,0.0000117931,3.0854000000
0.7822300000,0.0000118714,3.0868000000
0.7838900000,0.0000119526,3.0881000000
0.7852300000,0.0000120405,3.0907000000
0.7865900000,0.0000121255,3.0919000000
0.7879100000,0.0000122066,3.0946000000
0.7891700000,0.0000122824,3.0962000000
0.7905800000,0.0000123601,3.0971000000
0.7920000000,0.0000124530,3.0989000000
0.7931900000,0.0000125310,3.1011000000
0.7948200000,0.0000126177,3.1036000000
0.7960200000,0.0000127027,3.1049000000
0.7974000000,0.0000127841,3.1069000000
0.7987300000,0.0000128448,3.1086000000
0.7999200000,0.0000129338,3.1104000000
0.8014900000,0.0000130185,3.1131000000
0.8027700000,0.0000131068,3.1138000000
0.8041800000,0.0000131881,3.1162000000
0.8054200000,0.0000132732,3.1186000000
0.8068400000,0.0000133504,3.1198000000
0.8081100000,0.0000134406,3.1208000000
0.8094300000,0.0000135265,3.1228000000
0.8106600000,0.0000136279,3.1247000000
0.8122000000,0.0000136980,3.1267000000
0.8136800000,0.0000138001,3.1280000000
0.8150400000,0.0000138711,3.1304000000
0.8164700000,0.0000138835,3.1343000000
0.8178200000,0.0000139654,3.1343000000
0.8193100000,0.0000140549,3.1377000000
0.8203600000,0.0000141219,3.1385000000
0.8219300000,0.0000142194,3.1405000000
0.8235600000,0.0000143002,3.1419000000
0.8249400000,0.0000143877,3.1449000000
0.8262000000,0.0000144884,3.1462000000
0.8277500000,0.0000145942,3.1485000000
0.8290600000,0.0000146778,3.1503000000
0.8304200000,0.0000147579,3.1520000000
0.8316400000,0.0000148315,3.1516000000
0.8330900000,0.0000149260,3.1550000000
0.8345000000,0.0000150057,3.1563000000
0.8358600000,0.0000150897,3.1586000000
0.8371900000,0.0000151660,3.1608000000
0.8386000000,0.0000152618,3.1630000000
0.8399000000,0.0000153430,3.1642000000
0.8411300000,0.0000154459,3.1650000000
0.8425300000,0.0000155237,3.1680000000
0.8438700000,0.0000156315,3.1705000000
0.8452700000,0.0000157197,3.1719000000
0.8467400000,0.0000158072,3.1731000000
0.8481600000,0.0000158839,3.1757000000
0.8494600000,0.0000159799,3.1770000000
0.8509700000,0.0000160685,3.1787000000
0.8522200000,0.0000161640,3.1814000000
0.8534500000,0.0000162512,3.1831000000
0.8548400000,0.0000163267,3.1842000000
0.8563200000,0.0000164272,3.1855000000
0.8575500000,0.0000165110,3.1885000000
0.8589000000,0.0000165798,3.1891000000
0.8602700000,0.0000166730,3.1902000000
0.8615800000,0.0000167700,3.1924000000
0.8629900000,0.0000168546,3.1958000000
0.8642300000,0.0000169244,3.1970000000
0.8655400000,0.0000170230,3.1996000000
0.8669400000,0.0000171192,3.1998000000
0.8683500000,0.0000172020,3.2028000000
0.8697000000,0.0000172695,3.2050000000
0.8711700000,0.0000173737,3.2067000000
0.8725500000,0.0000174471,3.2084000000
0.8741100000,0.0000175273,3.2103000000
0.8754100000,0.0000176106,3.2116000000
0.8768300000,0.0000177508,3.2141000000
0.8780000000,0.0000178450,3.2150000000
0.8794500000,0.0000179391,3.2176000000
0.8808700000,0.0000180080,3.2203000000
0.8823300000,0.0000180904,3.2219000000
0.8837000000,0.0000181736,3.2234000000
0.8848700000,0.0000182335,3.2261000000
0.8861000000,0.0000182972,3.2289000000
0.8876700000,0.0000183915,3.2288000000
0.8889400000,0.0000184739,3.2319000000
0.8904600000,0.0000185820,3.2344000000
0.8917000000,0.0000186282,3.2358000000
0.8930900000,0.0000187151,3.2372000000
0.8944300000,0.0000188011,3.2402000000
0.8958700000,0.0000188792,3.2415000000
0.8971500000,0.0000189473,3.2418000000
0.8984200000,0.0000190302,3.2445000000
0.8997500000,0.0000190753,3.2465000000
0.9010300000,0.0000191526,3.2485000000
0.9023800000,0.0000192296,3.2502000000
0.9039200000,0.0000193144,3.2518000000
0.9052700000,0.0000193833,3.2534000000
0.9066800000,0.0000194576,3.2564000000
0.9078000000,0.0000195201,3.2574000000
0.9093000000,0.0000195935,3.2587000000
0.9109000000,0.0000196446,3.2612000000
0.9121200000,0.0000196153,3.2622000000
0.9135900000,0.0000196563,3.2649000000
0.9149700000,0.0000196645,3.2671000000
0.9163400000,0.0000197357,3.2688000000
0.9177300000,0.0000197987,3.2704000000
0.9190000000,0.0000198849,3.2719000000
0.9204000000,0.0000199662,3.2742000000
0.9219900000,0.0000200704,3.2759000000
0.9230700000,0.0000203354,3.2780000000
0.9245400000,0.0000204229,3.2805000000
